
PRCD_RECH_POM_ID_HAB_020 : 2981 row(s);
Action;Start;End;Duration;
Connection;14:36:56.316;14:36:59.497; 3181 ms;
Statment;14:36:59.497;14:36:59.551;   54 ms;
Execution;14:36:59.551;14:37:01.736; 2185 ms;
Total;14:36:56.316;14:37:01.736; 5420 ms;

PRCD_RECH_POM_ID_HAB_020;
N°;Name;Type;Size;Class;
1;ID_POM_STM;BIGINT;20;java.lang.Long;
2;CD_TYPE_IDNT;CHAR;10;java.lang.String;
3;ID_POM_SYST;VARCHAR;32;java.lang.String;
4;LB_POM_SI;VARCHAR;256;java.lang.String;
5;MIN_DATE;DATE;10;java.sql.Date;
6;MAX_DATE;DATE;10;java.sql.Date;
7;FL_CM;BYTEINT;4;java.lang.Integer;
8;FL_HORS_PRTF;INTEGER;11;java.lang.Integer;

PRCD_RECH_POM_ID_HAB_020 : 2972 row(s);
ID_POM_STM;CD_TYPE_IDNT;ID_POM_SYST;LB_POM_SI;MIN_DATE;MAX_DATE;FL_CM;FL_HORS_PRTF;
1326371;PDC                 ;05203032;null;2004-02-24;2012-06-14;1;null;
1326371;IDC                 ;05203032;null;2004-02-24;9999-12-31;1;null;
1326371;PRM                 ;30000520303267;null;2004-02-24;9999-12-31;1;null;
1325833;PRM                 ;30000520384462;null;2004-02-26;9999-12-31;1;null;
1325833;PDC                 ;05203844;null;2004-02-26;2012-04-11;1;null;
1325833;IDC                 ;05203844;null;2004-02-26;9999-12-31;1;null;
1325721;PRM                 ;30000520401144;null;2004-02-24;9999-12-31;1;null;
1325721;PDC                 ;05204011;null;2004-02-24;2010-10-27;1;null;
1325721;IDC                 ;05204011;null;2004-02-24;9999-12-31;1;null;
1325228;PDC                 ;05204856;null;2004-02-25;2012-04-13;1;null;
1325228;IDC                 ;05204856;null;2004-02-25;9999-12-31;1;null;
1325228;PRM                 ;30000520485603;null;2004-02-25;9999-12-31;1;null;
1324953;PDC                 ;05205272;null;2004-03-01;2013-02-01;1;null;
1324953;IDC                 ;05205272;null;2003-11-01;9999-12-31;1;null;
1324953;PRM                 ;30000520527234;null;2003-11-01;9999-12-31;1;null;
1324590;PDC                 ;05205724;null;2005-09-01;2012-04-10;1;null;
1324590;PRM                 ;30000520572452;null;2005-09-01;9999-12-31;1;null;
1324590;IDC                 ;05205724;null;2005-09-01;9999-12-31;1;null;
1324380;PDC                 ;05205961;null;2006-10-26;2012-05-11;1;null;
1324380;IDC                 ;05205961;null;2006-10-26;9999-12-31;1;null;
1324380;PRM                 ;30000520596185;null;2006-10-26;9999-12-31;1;null;
1324173;IDC                 ;05206152;null;2007-06-06;9999-12-31;1;null;
1324173;PRM                 ;30000520615210;null;2007-06-06;9999-12-31;1;null;
1324173;PDC                 ;05206152;null;2007-06-06;2012-07-13;1;null;
1323679;IDC                 ;05206559;null;2009-05-01;9999-12-31;1;null;
1323679;PRM                 ;30000520655917;null;2009-05-01;9999-12-31;1;null;
1323679;PDC                 ;05206559;null;2009-05-01;2012-04-10;1;null;
1323499;PDC                 ;05206976;null;2011-06-21;2012-06-01;1;null;
1323499;PRM                 ;30000524032407;null;2009-07-16;9999-12-31;1;null;
1323499;IDC                 ;05240324;null;2009-07-16;9999-12-31;1;null;
1322620;PDC                 ;05400805;null;2004-02-25;2012-06-20;1;null;
1322620;PRM                 ;30000540080522;null;2004-02-25;9999-12-31;1;null;
1322620;IDC                 ;05400805;null;2004-02-25;9999-12-31;1;null;
1322560;PDC                 ;05400901;null;2004-02-25;2013-01-01;1;null;
1322560;IDC                 ;05400901;null;2004-02-25;9999-12-31;1;null;
1322560;PRM                 ;30000540090109;null;2004-02-25;9999-12-31;1;null;
1322480;PDC                 ;05401036;null;2004-02-23;2013-03-01;1;null;
1322480;IDC                 ;05401036;null;2004-02-23;9999-12-31;1;null;
1322480;PRM                 ;30000540103608;null;2004-02-23;9999-12-31;1;null;
1322133;IDC                 ;05401613;null;2004-02-26;9999-12-31;1;null;
1322133;PRM                 ;30000540161309;null;2004-02-26;9999-12-31;1;null;
1322133;PDC                 ;05401613;null;2004-02-26;2013-05-01;1;null;
1321856;PDC                 ;05402010;null;2004-01-27;2013-03-01;1;null;
1321856;PRM                 ;30000540201036;null;2004-01-27;9999-12-31;1;null;
1321856;IDC                 ;05402010;null;2004-01-27;9999-12-31;1;null;
1321616;PDC                 ;05402363;null;2004-03-01;2013-01-01;1;null;
1321616;IDC                 ;05402363;null;1982-09-24;9999-12-31;1;null;
1321616;PRM                 ;30000540236336;null;1982-09-24;9999-12-31;1;null;
1321431;PRM                 ;30000540273230;null;1993-09-01;9999-12-31;1;null;
1321431;PDC                 ;05402732;null;2004-03-01;2013-05-01;1;null;
1321431;IDC                 ;05402732;null;1993-09-01;9999-12-31;1;null;
1321352;PDC                 ;05402930;null;2004-03-01;2011-05-19;1;null;
1321352;IDC                 ;05402930;null;1994-05-06;9999-12-31;1;null;
1321352;PDC                 ;05407346;null;2011-05-19;2013-03-01;1;null;
1321352;PRM                 ;30000540293034;null;1994-05-06;9999-12-31;1;null;
1321340;PRM                 ;30000540294811;null;2004-02-25;9999-12-31;1;null;
1321340;PDC                 ;05402948;null;2004-02-25;2012-05-03;1;null;
1321340;IDC                 ;05402948;null;2004-02-25;9999-12-31;1;null;
1321086;IDC                 ;05403481;null;2004-10-22;9999-12-31;1;null;
1321086;PRM                 ;30000540348156;null;2004-10-22;9999-12-31;1;null;
1321086;PADT-C              ;0000009822;null;2004-10-22;2011-04-22;1;null;
1321036;PDC                 ;05403569;null;2004-03-01;2013-04-01;1;null;
1321036;IDC                 ;05403569;null;1996-08-05;9999-12-31;1;null;
1321036;PRM                 ;30000540356919;null;1996-08-05;9999-12-31;1;null;
1320581;PDC                 ;05404440;null;2004-02-23;2012-04-30;1;null;
1320581;IDC                 ;05404440;null;2004-02-23;9999-12-31;1;null;
1320581;PRM                 ;30000540444018;null;2004-02-23;9999-12-31;1;null;
1320243;PDC                 ;05405137;null;2004-02-23;2012-05-22;1;null;
1320243;IDC                 ;05405137;null;2004-02-23;9999-12-31;1;null;
1320243;PRM                 ;30000540513751;null;2004-02-23;9999-12-31;1;null;
1320031;PDC                 ;05405429;null;2004-02-25;2012-06-20;1;null;
1320031;IDC                 ;05405429;null;2004-02-25;9999-12-31;1;null;
1320031;PRM                 ;30000540542993;null;2004-02-25;9999-12-31;1;null;
1319891;PRM                 ;30000540560222;null;2004-02-26;9999-12-31;1;null;
1319891;PDC                 ;05405602;null;2004-02-26;2011-02-01;1;null;
1319891;IDC                 ;05405602;null;2004-02-26;9999-12-31;1;null;
1319834;IDC                 ;05405660;null;2004-02-25;9999-12-31;1;null;
1319834;PRM                 ;30000540566065;null;2004-02-25;9999-12-31;1;null;
1319834;PDC                 ;05405660;null;2004-02-25;2012-09-24;1;null;
1319282;PDC                 ;05406274;null;2006-03-13;2012-01-17;1;null;
1319282;IDC                 ;05406274;null;2006-03-13;9999-12-31;1;null;
1319282;PRM                 ;30000540627485;null;2006-03-13;9999-12-31;1;null;
1319183;PDC                 ;05406381;null;2006-06-29;2012-06-21;1;null;
1319183;IDC                 ;05406381;null;2006-06-29;9999-12-31;1;null;
1319183;PRM                 ;30000540638176;null;2006-06-29;9999-12-31;1;null;
1319151;IDC                 ;05406407;null;2007-03-26;9999-12-31;1;null;
1319151;PRM                 ;30000540640769;null;2007-03-26;9999-12-31;1;null;
1319151;PDC                 ;05406407;null;2007-03-26;2008-02-27;1;null;
1319086;PDC                 ;05406463;null;2006-12-01;2012-04-25;1;null;
1319086;IDC                 ;05406463;null;2006-12-01;9999-12-31;1;null;
1319086;PRM                 ;30000540646388;null;2006-12-01;9999-12-31;1;null;
1319006;PRM                 ;30000540653802;null;2007-04-26;9999-12-31;1;null;
1319006;PDC                 ;05406538;null;2007-04-26;2012-01-23;1;null;
1319006;IDC                 ;05406538;null;2007-04-26;9999-12-31;1;null;
1318922;PRM                 ;30000540659645;null;2008-01-08;9999-12-31;1;null;
1318922;IDC                 ;05406596;null;2008-01-08;9999-12-31;1;null;
1318922;PDC                 ;05406596;null;2008-01-08;2012-01-20;1;null;
1318557;PDC                 ;05406893;null;2008-11-13;2009-02-24;1;null;
1318557;IDC                 ;05406893;null;2008-11-13;9999-12-31;1;null;
1318557;PRM                 ;30000540689340;null;2008-11-13;9999-12-31;1;null;
1318425;PDC                 ;05406991;null;2009-03-01;2013-01-01;1;null;
1318425;IDC                 ;05406991;null;2009-03-01;9999-12-31;1;null;
1318425;PRM                 ;30000540699130;null;2009-03-01;9999-12-31;1;null;
1318379;IDC                 ;05440026;null;2005-05-24;9999-12-31;1;null;
1318379;PRM                 ;30000544002612;null;2005-05-24;9999-12-31;1;null;
1318379;PADT-C              ;0000027773;null;2005-05-24;2011-05-18;1;null;
1318101;PRM                 ;30000545800790;null;2008-10-17;9999-12-31;1;null;
1318101;IDC                 ;05458007;null;2008-10-17;9999-12-31;1;null;
1318101;PDC                 ;05407597;null;2012-11-06;2013-03-01;1;null;
1318097;IDC                 ;05458884;null;1997-10-09;9999-12-31;1;null;
1318097;PDC                 ;05407570;null;2012-09-24;2013-04-01;1;null;
1318097;PRM                 ;30000545888406;null;1997-10-09;9999-12-31;1;null;
1318054;IDC                 ;05500038;null;2005-04-01;9999-12-31;1;null;
1318054;PRM                 ;30000550003813;null;2005-04-01;9999-12-31;1;null;
1318054;PADT-C              ;0000023720;null;2005-04-01;2011-05-10;1;null;
1318035;PDC                 ;05500070;null;2004-01-16;2012-11-16;1;null;
1318035;IDC                 ;05500070;null;2004-01-16;9999-12-31;1;null;
1318035;PRM                 ;30000550007080;null;2004-01-16;9999-12-31;1;null;
1317918;PDC                 ;05500218;null;2004-01-26;2012-09-26;1;null;
1317918;IDC                 ;05500218;null;2004-01-26;9999-12-31;1;null;
1317918;PRM                 ;30000550021815;null;2004-01-26;9999-12-31;1;null;
1317829;PRM                 ;30000550048240;null;2004-01-14;9999-12-31;1;null;
1317829;PDC                 ;05500482;null;2004-01-14;2012-05-09;1;null;
1317829;IDC                 ;05500482;null;2004-01-14;9999-12-31;1;null;
1316269;IDC                 ;05503658;null;2004-02-24;9999-12-31;1;null;
1316269;PRM                 ;30000550365814;null;2004-02-24;9999-12-31;1;null;
1316269;PDC                 ;05503658;null;2004-02-24;2012-03-07;1;null;
1316229;PDC                 ;05503788;null;2004-03-01;2013-03-01;1;null;
1316229;IDC                 ;05503788;null;2004-03-01;9999-12-31;1;null;
1316229;PRM                 ;30000550378856;null;2004-03-01;9999-12-31;1;null;
1315677;PDC                 ;05505086;null;2004-01-27;2012-07-06;1;null;
1315677;IDC                 ;05505086;null;2004-01-27;9999-12-31;1;null;
1315677;PRM                 ;30000550508696;null;2004-01-27;9999-12-31;1;null;
1315545;IDC                 ;05505342;null;2004-02-13;9999-12-31;1;null;
1315545;PRM                 ;30000550534249;null;2004-02-13;9999-12-31;1;null;
1315545;PDC                 ;05505342;null;2004-02-13;2012-06-12;1;null;
1315092;PRM                 ;30000550602756;null;2004-02-24;9999-12-31;1;null;
1315092;PDC                 ;05506027;null;2004-02-24;2012-02-09;1;null;
1315092;IDC                 ;05506027;null;2004-02-24;9999-12-31;1;null;
1314720;PRM                 ;30000550641788;null;2005-04-19;9999-12-31;1;null;
1314720;PDC                 ;05506417;null;2005-04-19;2012-01-11;1;null;
1314720;IDC                 ;05506417;null;2005-04-19;9999-12-31;1;null;
1314700;PDC                 ;05506443;null;2005-05-01;2012-02-09;1;null;
1314700;PRM                 ;30000550644379;null;2005-05-01;9999-12-31;1;null;
1314700;IDC                 ;05506443;null;2005-05-01;9999-12-31;1;null;
1314407;PDC                 ;05506726;null;2006-07-10;2012-12-09;1;null;
1314407;PRM                 ;30000550672689;null;2006-07-10;9999-12-31;1;null;
1314407;IDC                 ;05506726;null;2006-07-10;9999-12-31;1;null;
1313944;PRM                 ;30000550714027;null;2008-01-29;9999-12-31;1;null;
1313944;PDC                 ;05507140;null;2008-01-29;2012-05-11;1;null;
1313944;IDC                 ;05507140;null;2008-01-29;9999-12-31;1;null;
1313687;PDC                 ;05507343;null;2009-03-01;2012-09-28;1;null;
1313687;IDC                 ;05507343;null;2009-03-01;9999-12-31;1;null;
1313687;PRM                 ;30000550734370;null;2009-03-01;9999-12-31;1;null;
1313322;PDC                 ;05507699;null;2010-11-22;2013-02-01;1;null;
1313322;IDC                 ;05540489;null;2010-04-19;9999-12-31;1;null;
1313322;PRM                 ;30000554048945;null;2010-04-19;9999-12-31;1;null;
1313033;PDC                 ;05600166;null;2004-02-25;2012-01-11;1;null;
1313033;IDC                 ;05600166;null;2004-02-25;9999-12-31;1;null;
1313033;PRM                 ;30000560016648;null;2004-02-25;9999-12-31;1;null;
1312899;PDC                 ;05600321;null;2004-02-27;2012-06-26;1;null;
1312899;IDC                 ;05600321;null;2004-02-27;9999-12-31;1;null;
1312899;PRM                 ;30000560032185;null;2004-02-27;9999-12-31;1;null;
1312871;PRM                 ;30000560037454;null;2005-07-08;9999-12-31;1;null;
1312871;PADT-C              ;0000029666;null;2005-07-08;2011-04-22;1;null;
1312871;IDC                 ;05600374;null;2005-07-08;9999-12-31;1;null;
1312762;IDC                 ;05600503;null;2004-03-01;9999-12-31;1;null;
1312762;PRM                 ;30000560050398;null;2004-03-01;9999-12-31;1;null;
1312762;PDC                 ;05600503;null;2004-03-01;2013-02-01;1;null;
1312568;PRM                 ;30000560074796;null;2004-03-01;9999-12-31;1;null;
1312568;PDC                 ;05600747;null;2004-03-01;2013-02-01;1;null;
1312568;IDC                 ;05600747;null;2004-03-01;9999-12-31;1;null;
1312399;PDC                 ;05601010;null;2004-03-01;2013-01-01;1;null;
1312399;IDC                 ;05601010;null;2004-03-01;9999-12-31;1;null;
1312399;PRM                 ;30000560101044;null;2004-03-01;9999-12-31;1;null;
1312204;PRM                 ;30000560198108;null;2004-02-23;9999-12-31;1;null;
1312204;PDC                 ;05601981;null;2004-02-23;2012-04-26;1;null;
1312204;IDC                 ;05601981;null;2004-02-23;9999-12-31;1;null;
1311795;PDC                 ;05602943;null;2004-03-01;2012-12-01;1;null;
1311795;IDC                 ;05602943;null;2004-03-01;9999-12-31;1;null;
1311795;PRM                 ;30000560294395;null;2004-03-01;9999-12-31;1;null;
1311789;PDC                 ;05602947;null;2004-03-01;2012-12-01;1;null;
1311789;PRM                 ;30000560294722;null;2004-03-01;9999-12-31;1;null;
1311789;IDC                 ;05602947;null;2004-03-01;9999-12-31;1;null;
1310777;PDC                 ;05604599;null;2004-02-25;2011-09-29;1;null;
1310777;PDC                 ;05606001;null;2011-10-04;2012-04-11;1;null;
1310777;IDC                 ;05604599;null;2004-02-25;9999-12-31;1;null;
1310777;PRM                 ;30000560459974;null;2004-02-25;9999-12-31;1;null;
1310446;PRM                 ;30000560501308;null;2006-04-12;9999-12-31;1;null;
1310446;PDC                 ;05605013;null;2006-04-12;2012-04-30;1;null;
1310446;IDC                 ;05605013;null;2006-04-12;9999-12-31;1;null;
1310348;IDC                 ;05605115;null;2006-11-28;9999-12-31;1;null;
1310348;PRM                 ;30000560511535;null;2006-11-28;9999-12-31;1;null;
1310348;PDC                 ;05605115;null;2006-11-28;2012-04-25;1;null;
1310262;PDC                 ;05605199;null;2007-04-19;2008-11-13;1;null;
1310262;PRM                 ;30000560519944;null;2007-04-19;9999-12-31;1;null;
1310262;IDC                 ;05605199;null;2007-04-19;9999-12-31;1;null;
1310253;IDC                 ;05605207;null;2007-04-13;9999-12-31;1;null;
1310253;PRM                 ;30000560520750;null;2007-04-13;9999-12-31;1;null;
1310253;PDC                 ;05605207;null;2007-04-13;2012-04-27;1;null;
1310220;PDC                 ;05605244;null;2007-09-18;2012-10-25;1;null;
1310220;PRM                 ;30000560524465;null;2007-09-18;9999-12-31;1;null;
1310220;IDC                 ;05605244;null;2007-09-18;9999-12-31;1;null;
1309108;PDC                 ;06300453;null;2004-02-20;2012-01-25;1;null;
1309108;IDC                 ;06300453;null;2004-02-20;9999-12-31;1;null;
1309108;PRM                 ;30000630045319;null;2004-02-20;9999-12-31;1;null;
1309012;PRM                 ;30000630056660;null;2004-02-25;9999-12-31;1;null;
1309012;PDC                 ;06300566;null;2004-02-25;2012-05-16;1;null;
1309012;IDC                 ;06300566;null;2004-02-25;9999-12-31;1;null;
1308983;PDC                 ;06300600;null;2003-12-22;2012-05-14;1;null;
1308983;IDC                 ;06300600;null;2003-12-22;9999-12-31;1;null;
1308983;PRM                 ;30000630060067;null;2003-12-22;9999-12-31;1;null;
1308376;PRM                 ;30000630148902;null;2004-02-27;9999-12-31;1;null;
1308376;PDC                 ;06301489;null;2004-02-27;2013-07-01;1;null;
1308376;IDC                 ;06301489;null;2004-02-27;9999-12-31;1;null;
1307401;PDC                 ;06303743;null;2004-02-23;2013-02-01;1;null;
1307401;IDC                 ;06303743;null;2004-02-23;9999-12-31;1;null;
1307401;PRM                 ;30000630374360;null;2004-02-23;9999-12-31;1;null;
1307159;PRM                 ;30000630427906;null;2004-01-27;9999-12-31;1;null;
1307159;PDC                 ;06304279;null;2004-01-27;2012-03-08;1;null;
1307159;IDC                 ;06304279;null;2004-01-27;9999-12-31;1;null;
1306012;PRM                 ;30000630641335;null;2004-02-20;9999-12-31;1;null;
1306012;PDC                 ;06306413;null;2004-02-20;2012-02-15;1;null;
1306012;IDC                 ;06306413;null;2004-02-20;9999-12-31;1;null;
1305931;PRM                 ;30000630658082;null;2004-02-20;9999-12-31;1;null;
1305931;PDC                 ;06306580;null;2004-02-20;2012-05-11;1;null;
1305931;IDC                 ;06306580;null;2004-02-20;9999-12-31;1;null;
1305562;PDC                 ;06307368;null;2004-02-20;2012-02-10;1;null;
1305562;IDC                 ;06307368;null;2004-02-20;9999-12-31;1;null;
1305562;PRM                 ;30000630736829;null;2004-02-20;9999-12-31;1;null;
1305196;PDC                 ;06308107;null;2004-03-01;2013-01-01;1;null;
1305196;PRM                 ;30000630810758;null;2004-03-01;9999-12-31;1;null;
1305196;IDC                 ;06308107;null;2004-03-01;9999-12-31;1;null;
1304830;IDC                 ;06308700;null;2004-02-23;9999-12-31;1;null;
1304830;PRM                 ;30000630870047;null;2004-02-23;9999-12-31;1;null;
1304830;PDC                 ;06308700;null;2004-02-23;2013-04-01;1;null;
1304823;PADT-C              ;0000010169;null;2004-11-01;2011-05-01;1;null;
1304823;PRM                 ;30000630871161;null;2004-11-01;9999-12-31;1;null;
1304823;IDC                 ;06308711;null;2004-11-01;9999-12-31;1;null;
1304707;PDC                 ;06308930;null;2004-02-25;2012-03-08;1;null;
1304707;IDC                 ;06308930;null;2004-02-25;9999-12-31;1;null;
1304707;PRM                 ;30000630893092;null;2004-02-25;9999-12-31;1;null;
1303958;PRM                 ;30000631033732;null;2004-02-20;9999-12-31;1;null;
1303958;PDC                 ;06310337;null;2004-02-20;2013-04-24;1;null;
1303958;IDC                 ;06310337;null;2004-02-20;9999-12-31;1;null;
1303586;PDC                 ;06310893;null;2004-02-25;2012-02-08;1;null;
1303586;PRM                 ;30000631089399;null;2004-02-25;9999-12-31;1;null;
1303586;IDC                 ;06310893;null;2004-02-25;9999-12-31;1;null;
1303581;PRM                 ;30000631089737;null;2004-02-20;9999-12-31;1;null;
1303581;PDC                 ;06310897;null;2004-02-20;2012-02-11;1;null;
1303581;IDC                 ;06310897;null;2004-02-20;9999-12-31;1;null;
1303469;PDC                 ;06311069;null;2004-02-25;2012-03-08;1;null;
1303469;IDC                 ;06311069;null;2004-02-25;9999-12-31;1;null;
1303469;PRM                 ;30000631106968;null;2004-02-25;9999-12-31;1;null;
1302910;PDC                 ;06311954;null;2004-02-25;2009-06-14;1;null;
1302910;IDC                 ;06311954;null;2004-02-25;9999-12-31;1;null;
1302910;PRM                 ;30000631195499;null;2004-02-25;9999-12-31;1;null;
1302778;PRM                 ;30000631210379;null;2004-02-01;9999-12-31;1;null;
1302778;PDC                 ;06312103;null;2004-02-01;2012-06-18;1;null;
1302778;IDC                 ;06312103;null;2004-02-01;9999-12-31;1;null;
1302618;PDC                 ;06312282;null;2004-06-17;2012-05-29;1;null;
1302618;IDC                 ;06312282;null;2004-06-17;9999-12-31;1;null;
1302618;PRM                 ;30000631228242;null;2004-06-17;9999-12-31;1;null;
1302563;PDC                 ;06315286;null;2010-07-23;2012-07-20;1;null;
1302563;IDC                 ;06312358;null;2009-09-30;9999-12-31;1;null;
1302563;PRM                 ;30000631235889;null;2009-09-30;9999-12-31;1;null;
1302137;PRM                 ;30000631292798;null;2005-10-18;9999-12-31;1;null;
1302137;PDC                 ;06312927;null;2005-10-18;2012-02-13;1;null;
1302137;IDC                 ;06312927;null;2005-10-18;9999-12-31;1;null;
1302097;PDC                 ;06312962;null;2005-09-05;2012-02-22;1;null;
1302097;IDC                 ;06312962;null;2005-09-05;9999-12-31;1;null;
1302097;PRM                 ;30000631296292;null;2005-09-05;9999-12-31;1;null;
1301919;IDC                 ;06313148;null;2006-04-19;9999-12-31;1;null;
1301919;PRM                 ;30000631314863;null;2006-04-19;9999-12-31;1;null;
1301919;PDC                 ;06313148;null;2006-04-19;2012-04-23;1;null;
1301816;IDC                 ;06313236;null;2005-12-02;9999-12-31;1;null;
1301816;PRM                 ;30000631323640;null;2005-12-02;9999-12-31;1;null;
1301816;PDC                 ;06313236;null;2005-12-02;2013-02-01;1;null;
1300417;IDC                 ;06314385;null;2008-10-06;9999-12-31;1;null;
1300417;PRM                 ;30000631438598;null;2008-10-06;9999-12-31;1;null;
1300417;PDC                 ;06314385;null;2008-10-06;2012-02-22;1;null;
1299993;PDC                 ;06315792;null;2011-11-04;2012-05-10;1;null;
1299993;PDC                 ;06314711;null;2009-06-02;2011-11-01;1;null;
1299993;IDC                 ;06314711;null;2009-06-02;9999-12-31;1;null;
1299993;PRM                 ;30000631471139;null;2009-06-02;9999-12-31;1;null;
1299991;IDC                 ;06314712;null;2009-06-04;9999-12-31;1;null;
1299991;PRM                 ;30000631471240;null;2009-06-04;9999-12-31;1;null;
1299991;PDC                 ;06314712;null;2009-06-04;2012-02-15;1;null;
1299564;IDC                 ;06340861;null;2009-10-06;9999-12-31;1;null;
1299564;PDC                 ;06314866;null;2009-10-09;2012-05-11;1;null;
1299564;PRM                 ;30000634086184;null;2009-10-06;9999-12-31;1;null;
1299419;IDC                 ;06340956;null;2010-06-11;9999-12-31;1;null;
1299419;PDC                 ;06315279;null;2010-07-30;2012-06-19;1;null;
1299419;PRM                 ;30000634095624;null;2010-06-11;9999-12-31;1;null;
1299332;PRM                 ;30000634101390;null;2010-08-06;9999-12-31;1;null;
1299332;IDC                 ;06341013;null;2010-08-06;9999-12-31;1;null;
1298936;PDC                 ;06400160;null;2004-02-24;2012-04-25;1;null;
1298936;PRM                 ;30000640016081;null;2004-02-24;9999-12-31;1;null;
1298936;IDC                 ;06400160;null;2004-02-24;9999-12-31;1;null;
1298272;PRM                 ;30000640099202;null;2004-03-01;9999-12-31;1;null;
1298272;PDC                 ;06400992;null;2004-03-01;2013-03-01;1;null;
1298272;IDC                 ;06400992;null;2004-03-01;9999-12-31;1;null;
1297907;PDC                 ;06401506;null;2004-03-01;2012-12-01;1;null;
1297907;PRM                 ;30000640150625;null;1970-02-19;9999-12-31;1;null;
1297907;IDC                 ;06401506;null;1970-02-19;9999-12-31;1;null;
1297524;PDC                 ;06402194;null;2004-03-01;2013-01-01;1;null;
1297524;IDC                 ;06402194;null;2004-03-01;9999-12-31;1;null;
1297524;PRM                 ;30000640219466;null;2004-03-01;9999-12-31;1;null;
1296154;IDC                 ;06405965;null;2004-02-23;9999-12-31;1;null;
1296154;PRM                 ;30000640596542;null;2004-02-23;9999-12-31;1;null;
1296154;PDC                 ;06405965;null;2004-02-23;2012-06-11;1;null;
1296123;PDC                 ;06406068;null;2004-02-12;2012-06-18;1;null;
1296123;PRM                 ;30000640606899;null;2004-02-12;9999-12-31;1;null;
1296123;IDC                 ;06406068;null;2004-02-12;9999-12-31;1;null;
1295897;PDC                 ;06409304;null;2007-11-01;2011-07-08;1;null;
1295897;PRM                 ;30000640659215;null;2007-11-01;9999-12-31;1;null;
1295897;PDC                 ;06410309;null;2011-07-08;2013-03-01;1;null;
1295897;IDC                 ;06406592;null;2007-11-01;9999-12-31;1;null;
1295636;PRM                 ;30000640718610;null;2004-02-12;9999-12-31;1;null;
1295636;PDC                 ;06407186;null;2004-02-12;2012-06-18;1;null;
1295636;IDC                 ;06407186;null;2004-02-12;9999-12-31;1;null;
1295285;PDC                 ;06407786;null;2004-02-23;2010-02-26;1;null;
1295285;PRM                 ;30000640778671;null;2004-02-23;9999-12-31;1;null;
1295285;IDC                 ;06407786;null;2004-02-23;9999-12-31;1;null;
1294763;PDC                 ;06408640;null;2005-12-01;2008-05-06;1;null;
1294763;PRM                 ;30000640864080;null;2005-12-01;9999-12-31;1;null;
1294763;IDC                 ;06408640;null;2005-12-01;9999-12-31;1;null;
1294726;PRM                 ;30000640868672;null;2006-02-28;9999-12-31;1;null;
1294726;IDC                 ;06408686;null;2006-02-28;9999-12-31;1;null;
1294726;PDC                 ;06408686;null;2006-02-28;2012-04-11;1;null;
1294362;IDC                 ;06409052;null;2007-04-10;9999-12-31;1;null;
1294362;PDC                 ;06409052;null;2007-04-10;2012-05-18;1;null;
1294362;PRM                 ;30000640905260;null;2007-04-10;9999-12-31;1;null;
1294026;IDC                 ;06409335;null;2008-01-16;9999-12-31;1;null;
1294026;PRM                 ;30000640933598;null;2008-01-16;9999-12-31;1;null;
1294026;PDC                 ;06409335;null;2008-01-16;2009-04-11;1;null;
1293838;PRM                 ;30000640948771;null;2008-06-18;9999-12-31;1;null;
1293838;PDC                 ;06409487;null;2008-06-18;2008-09-04;1;null;
1293838;IDC                 ;06409487;null;2008-06-18;9999-12-31;1;null;
1293776;PRM                 ;30000640953731;null;2008-09-05;9999-12-31;1;null;
1293776;PDC                 ;06409537;null;2008-09-05;2012-05-14;1;null;
1293776;IDC                 ;06409537;null;2008-09-05;9999-12-31;1;null;
1291965;PRM                 ;30000650125980;null;1987-01-01;9999-12-31;1;null;
1291965;PDC                 ;06501259;null;2004-03-01;2013-01-01;1;null;
1291965;IDC                 ;06501259;null;1987-01-01;9999-12-31;1;null;
1291857;IDC                 ;06501389;null;2004-02-01;9999-12-31;1;null;
1291857;PRM                 ;30000650138911;null;2004-02-01;9999-12-31;1;null;
1291857;PDC                 ;06501389;null;2004-02-01;2013-01-01;1;null;
1291746;PDC                 ;06501526;null;2004-02-25;2013-02-01;1;null;
1291746;PRM                 ;30000650152657;null;2004-02-25;9999-12-31;1;null;
1291746;IDC                 ;06501526;null;2004-02-25;9999-12-31;1;null;
1291708;PRM                 ;30000650157487;null;2004-02-25;9999-12-31;1;null;
1291708;PDC                 ;06501574;null;2004-02-25;2013-04-01;1;null;
1291708;IDC                 ;06501574;null;2004-02-25;9999-12-31;1;null;
1290765;PDC                 ;06502854;null;2004-02-24;2013-01-22;1;null;
1290765;IDC                 ;06502854;null;2004-02-24;9999-12-31;1;null;
1290765;PRM                 ;30000650285407;null;2004-02-24;9999-12-31;1;null;
1290341;PDC                 ;06504219;null;2004-01-16;2012-01-10;1;null;
1290341;IDC                 ;06504219;null;2004-01-16;9999-12-31;1;null;
1290341;PRM                 ;30000650421972;null;2004-01-16;9999-12-31;1;null;
1290251;PRM                 ;30000650435254;null;2004-01-30;9999-12-31;1;null;
1290251;PDC                 ;06504352;null;2004-01-30;2012-07-17;1;null;
1290251;IDC                 ;06504352;null;2004-01-30;9999-12-31;1;null;
1290090;PRM                 ;30000650455383;null;2004-01-16;9999-12-31;1;null;
1290090;PDC                 ;06504553;null;2004-01-16;2012-05-18;1;null;
1290090;IDC                 ;06504553;null;2004-01-16;9999-12-31;1;null;
1289810;PDC                 ;06505235;null;2004-02-17;2012-04-10;1;null;
