
PRCD_RECH_POM_ID_HAB_020 : 2981 row(s);
Action;Start;End;Duration;
Connection;14:36:56.316;14:36:59.497; 3181 ms;
Statment;14:36:59.497;14:36:59.551;   54 ms;
Execution;14:36:59.551;14:37:01.736; 2185 ms;
Total;14:36:56.316;14:37:01.736; 5420 ms;

PRCD_RECH_POM_ID_HAB_020;
N°;Name;Type;Size;Class;
1;ID_POM_STM;BIGINT;20;java.lang.Long;
2;CD_TYPE_IDNT;CHAR;10;java.lang.String;
3;ID_POM_SYST;VARCHAR;32;java.lang.String;
4;LB_POM_SI;VARCHAR;256;java.lang.String;
5;MIN_DATE;DATE;10;java.sql.Date;
6;MAX_DATE;DATE;10;java.sql.Date;
7;FL_CM;BYTEINT;4;java.lang.Integer;
8;FL_HORS_PRTF;INTEGER;11;java.lang.Integer;

PRCD_RECH_POM_ID_HAB_020 : 2972 row(s);
ID_POM_STM;CD_TYPE_IDNT;ID_POM_SYST;LB_POM_SI;MIN_DATE;MAX_DATE;FL_CM;FL_HORS_PRTF;
1404055;PRM                 ;30000210085840;null;2004-02-25;9999-12-31;1;null;
1404055;PDC                 ;02100858;null;2004-02-25;2012-04-26;1;null;
1404055;IDC                 ;02100858;null;2004-02-25;9999-12-31;1;null;
1403998;PRM                 ;30000210102195;null;2004-02-23;9999-12-31;1;null;
1403998;PDC                 ;02101021;null;2004-02-23;2008-05-14;1;null;
1403998;IDC                 ;02101021;null;2004-02-23;9999-12-31;1;null;
1403471;PDC                 ;02101712;null;2004-02-20;2012-05-07;1;null;
1403471;PRM                 ;30000210171250;null;2004-02-20;9999-12-31;1;null;
1403471;IDC                 ;02101712;null;2004-02-20;9999-12-31;1;null;
1402902;PRM                 ;30000210277007;null;2004-02-23;9999-12-31;1;null;
1402902;PDC                 ;02102770;null;2004-02-23;2012-07-18;1;null;
1402902;IDC                 ;02102770;null;2004-02-23;9999-12-31;1;null;
1402863;PDC                 ;02102835;null;2004-02-26;2012-05-16;1;null;
1402863;IDC                 ;02102835;null;2004-02-26;9999-12-31;1;null;
1402863;PRM                 ;30000210283519;null;2004-02-26;9999-12-31;1;null;
1402601;PRM                 ;30000210333361;null;1983-02-10;9999-12-31;1;null;
1402601;PDC                 ;02103333;null;2004-03-01;2013-03-01;1;null;
1402601;IDC                 ;02103333;null;1983-02-10;9999-12-31;1;null;
1402059;PDC                 ;02104700;null;2004-02-24;2012-03-15;1;null;
1402059;IDC                 ;02104700;null;2004-02-24;9999-12-31;1;null;
1402059;PRM                 ;30000210470057;null;2004-02-24;9999-12-31;1;null;
1401997;PRM                 ;30000210493216;null;2004-02-23;9999-12-31;1;null;
1401997;PDC                 ;02104932;null;2004-02-23;2013-04-19;1;null;
1401997;IDC                 ;02104932;null;2004-02-23;9999-12-31;1;null;
1401950;PRM                 ;30000210511012;null;2004-02-25;9999-12-31;1;null;
1401950;PDC                 ;02105110;null;2004-02-25;2012-06-08;1;null;
1401950;IDC                 ;02105110;null;2004-02-25;9999-12-31;1;null;
1401847;PDC                 ;02105317;null;2004-02-20;2012-03-07;1;null;
1401847;PRM                 ;30000210531702;null;2004-02-20;9999-12-31;1;null;
1401847;IDC                 ;02105317;null;2004-02-20;9999-12-31;1;null;
1401574;PDC                 ;02105836;null;2004-03-01;2013-01-01;1;null;
1401574;IDC                 ;02105836;null;1992-10-01;9999-12-31;1;null;
1401574;PRM                 ;30000210583654;null;1992-10-01;9999-12-31;1;null;
1401092;PDC                 ;02106902;null;2004-02-20;2012-03-11;1;null;
1401092;IDC                 ;02106902;null;2004-02-20;9999-12-31;1;null;
1401092;PRM                 ;30000210690207;null;2004-02-20;9999-12-31;1;null;
1401065;PRM                 ;30000210696926;null;2004-02-27;9999-12-31;1;null;
1401065;PDC                 ;02106969;null;2004-02-27;2012-06-18;1;null;
1401065;IDC                 ;02106969;null;2004-02-27;9999-12-31;1;null;
1400444;PRM                 ;30000210835879;null;1996-03-01;9999-12-31;1;null;
1400444;PDC                 ;02108358;null;2004-03-01;2013-01-01;1;null;
1400444;IDC                 ;02108358;null;1996-03-01;9999-12-31;1;null;
1399144;PADT-C              ;0000023547;null;2005-04-01;2011-04-28;1;null;
1399144;IDC                 ;02110931;null;2005-04-01;9999-12-31;1;null;
1399144;PRM                 ;30000211093181;null;2005-04-01;9999-12-31;1;null;
1398916;PRM                 ;30000211138952;null;2004-02-20;9999-12-31;1;null;
1398916;PDC                 ;02111389;null;2004-02-20;2012-03-11;1;null;
1398916;IDC                 ;02111389;null;2004-02-20;9999-12-31;1;null;
1398729;PDC                 ;02111734;null;2004-02-23;2013-05-22;1;null;
1398729;IDC                 ;02111734;null;2004-02-23;9999-12-31;1;null;
1398729;PRM                 ;30000211173404;null;2004-02-23;9999-12-31;1;null;
1398189;IDC                 ;02112640;null;2004-02-20;9999-12-31;1;null;
1398189;PDC                 ;02112640;null;2004-02-20;2012-03-12;1;null;
1398189;PRM                 ;30000211264070;null;2004-02-20;9999-12-31;1;null;
1397981;PDC                 ;02113136;null;2004-02-25;2012-04-26;1;null;
1397981;IDC                 ;02113136;null;2004-02-25;9999-12-31;1;null;
1397981;PRM                 ;30000211313685;null;2004-02-25;9999-12-31;1;null;
1396714;PDC                 ;02114840;null;2006-10-01;2009-11-21;1;null;
1396714;PDC                 ;02116636;null;2009-12-01;2012-07-17;1;null;
1396714;IDC                 ;02114840;null;2006-10-01;9999-12-31;1;null;
1396714;PRM                 ;30000211484007;null;2006-10-01;9999-12-31;1;null;
1396116;PDC                 ;02115408;null;2007-04-01;2012-03-09;1;null;
1396116;IDC                 ;02115408;null;2007-04-01;9999-12-31;1;null;
1396116;PRM                 ;30000211540810;null;2007-04-01;9999-12-31;1;null;
1395907;PDC                 ;02115606;null;2007-09-10;2012-03-09;1;null;
1395907;IDC                 ;02115606;null;2007-09-10;9999-12-31;1;null;
1395907;PRM                 ;30000211560614;null;2007-09-10;9999-12-31;1;null;
1395580;PRM                 ;30000211586698;null;2008-07-01;9999-12-31;1;null;
1395580;PDC                 ;02115866;null;2008-07-10;2013-01-01;1;null;
1395580;IDC                 ;02115866;null;2008-07-01;9999-12-31;1;null;
1394633;PDC                 ;02115974;null;2009-11-04;2013-01-01;1;null;
1394633;PRM                 ;30000214053948;null;2009-10-26;9999-12-31;1;null;
1394633;IDC                 ;02140539;null;2009-10-26;9999-12-31;1;null;
1394557;IDC                 ;02140718;null;2009-07-23;9999-12-31;1;null;
1394557;PRM                 ;30000214071838;null;2009-07-23;9999-12-31;1;null;
1394557;PDC                 ;02116513;null;2009-08-24;2012-03-11;1;null;
1393900;IDC                 ;02200314;null;1976-04-23;9999-12-31;1;null;
1393900;PRM                 ;30000220031430;null;1976-04-23;9999-12-31;1;null;
1393900;PDC                 ;02200314;null;2004-01-01;2013-01-01;1;null;
1393248;PDC                 ;02201363;null;2004-02-26;2012-04-26;1;null;
1393248;IDC                 ;02201363;null;2004-02-26;9999-12-31;1;null;
1393248;PRM                 ;30000220136387;null;2004-02-26;9999-12-31;1;null;
1392831;PRM                 ;30000220184389;null;2004-02-13;9999-12-31;1;null;
1392831;PDC                 ;02201843;null;2004-02-13;2012-05-26;1;null;
1392831;IDC                 ;02201843;null;2004-02-13;9999-12-31;1;null;
1392665;PDC                 ;02202044;null;2004-02-23;2013-01-01;1;null;
1392665;IDC                 ;02202044;null;2004-02-23;9999-12-31;1;null;
1392665;PRM                 ;30000220204457;null;2004-02-23;9999-12-31;1;null;
1392431;PDC                 ;02202364;null;2004-03-01;2013-01-01;1;null;
1392431;IDC                 ;02202364;null;1965-05-03;9999-12-31;1;null;
1392431;PRM                 ;30000220236403;null;1965-05-03;9999-12-31;1;null;
1391918;PDC                 ;02203060;null;2004-02-27;2013-03-25;1;null;
1391918;IDC                 ;02203060;null;2004-02-27;9999-12-31;1;null;
1391918;PRM                 ;30000220306040;null;2004-02-27;9999-12-31;1;null;
1390778;PADT-C              ;0000032464;null;2006-02-01;2011-04-28;1;null;
1390778;PRM                 ;30000220521705;null;2006-02-01;9999-12-31;1;null;
1390778;IDC                 ;02205217;null;2006-02-01;9999-12-31;1;null;
1390132;IDC                 ;02206285;null;2004-02-23;9999-12-31;1;null;
1390132;PRM                 ;30000220628555;null;2004-02-23;9999-12-31;1;null;
1390132;PDC                 ;02206285;null;2004-02-23;2012-03-11;1;null;
1389990;PDC                 ;02206491;null;2004-02-23;2012-03-11;1;null;
1389990;PRM                 ;30000220649148;null;2004-02-23;9999-12-31;1;null;
1389990;IDC                 ;02206491;null;2004-02-23;9999-12-31;1;null;
1389867;PRM                 ;30000220663322;null;2004-02-27;9999-12-31;1;null;
1389867;PDC                 ;02206633;null;2004-02-27;2012-05-26;1;null;
1389867;IDC                 ;02206633;null;2004-02-27;9999-12-31;1;null;
1389722;PRM                 ;30000220685141;null;2004-01-29;9999-12-31;1;null;
1389722;PDC                 ;02206851;null;2004-01-29;2012-05-18;1;null;
1389722;IDC                 ;02206851;null;2004-01-29;9999-12-31;1;null;
1389630;PDC                 ;02206966;null;2004-02-23;2012-05-26;1;null;
1389630;IDC                 ;02206966;null;2004-02-23;9999-12-31;1;null;
1389630;PRM                 ;30000220696607;null;2004-02-23;9999-12-31;1;null;
1389559;IDC                 ;02207074;null;2004-09-18;9999-12-31;1;null;
1389559;PRM                 ;30000220707428;null;2004-09-18;9999-12-31;1;null;
1389559;PDC                 ;02207074;null;2004-09-18;2012-05-26;1;null;
1389208;PRM                 ;30000220752209;null;2005-04-09;9999-12-31;1;null;
1389208;PDC                 ;02207522;null;2005-04-09;2010-07-27;1;null;
1389208;IDC                 ;02207522;null;2005-04-09;9999-12-31;1;null;
1389170;PRM                 ;30000220756799;null;2005-08-01;9999-12-31;1;null;
1389170;PDC                 ;02207567;null;2005-08-01;2012-03-09;1;null;
1389170;IDC                 ;02207567;null;2005-08-01;9999-12-31;1;null;
1389125;IDC                 ;02207630;null;2005-06-01;9999-12-31;1;null;
1389125;PRM                 ;30000220763001;null;2005-06-01;9999-12-31;1;null;
1389125;PDC                 ;02207630;null;2005-06-01;2012-04-25;1;null;
1388861;IDC                 ;02207858;null;2005-12-08;9999-12-31;1;null;
1388861;PDC                 ;02207858;null;2005-12-08;2012-04-11;1;null;
1388861;PRM                 ;30000220785819;null;2005-12-08;9999-12-31;1;null;
1388604;IDC                 ;02208135;null;2006-08-01;9999-12-31;1;null;
1388604;PRM                 ;30000220813517;null;2006-08-01;9999-12-31;1;null;
1388604;PDC                 ;02209604;null;2010-12-07;2012-03-13;1;null;
1388604;PDC                 ;02208135;null;2006-08-01;2010-12-07;1;null;
1388491;IDC                 ;02208239;null;2007-02-01;9999-12-31;1;null;
1388491;PDC                 ;02208239;null;2007-02-01;2012-03-13;1;null;
1388491;PRM                 ;30000220823968;null;2007-02-01;9999-12-31;1;null;
1388424;PDC                 ;02208299;null;2007-08-10;2012-06-15;1;null;
1388424;IDC                 ;02208299;null;2007-08-10;9999-12-31;1;null;
1388424;PRM                 ;30000220829914;null;2007-08-10;9999-12-31;1;null;
1388352;PDC                 ;02208348;null;2007-05-01;2012-03-13;1;null;
1388352;IDC                 ;02208348;null;2007-05-01;9999-12-31;1;null;
1388352;PRM                 ;30000220834872;null;2007-05-01;9999-12-31;1;null;
1388264;PRM                 ;30000220841634;null;2009-09-28;9999-12-31;1;null;
1388264;IDC                 ;02208416;null;2009-09-28;9999-12-31;1;null;
1388264;PDC                 ;02209525;null;2010-09-22;2012-04-24;1;null;
1387032;IDC                 ;02240874;null;2010-08-05;9999-12-31;1;null;
1387032;PRM                 ;30000224087477;null;2010-08-05;9999-12-31;1;null;
1387032;PDC                 ;02209616;null;2010-12-22;2012-06-21;1;null;
1386784;IDC                 ;02300187;null;2004-03-01;9999-12-31;1;null;
1386784;PRM                 ;30000230018714;null;2004-03-01;9999-12-31;1;null;
1386784;PDC                 ;02300187;null;2004-03-01;2010-06-04;1;null;
1386159;PRM                 ;30000230111210;null;2004-03-01;9999-12-31;1;null;
1386159;PDC                 ;02301112;null;2004-03-01;2013-03-01;1;null;
1386159;IDC                 ;02301112;null;2004-03-01;9999-12-31;1;null;
1386102;PRM                 ;30000230119731;null;2004-03-01;9999-12-31;1;null;
1386102;PDC                 ;02301197;null;2004-03-01;2013-02-01;1;null;
1386102;IDC                 ;02301197;null;2004-03-01;9999-12-31;1;null;
1385943;PDC                 ;02301495;null;2004-03-01;2013-01-01;1;null;
1385943;IDC                 ;02301495;null;1989-09-12;9999-12-31;1;null;
1385943;PRM                 ;30000230149549;null;1989-09-12;9999-12-31;1;null;
1385753;PRM                 ;30000230214804;null;1969-06-08;9999-12-31;1;null;
1385753;PDC                 ;02302148;null;2004-03-01;2013-03-01;1;null;
1385753;IDC                 ;02302148;null;1969-06-08;9999-12-31;1;null;
1385565;PRM                 ;30000230261824;null;2004-02-23;9999-12-31;1;null;
1385565;PDC                 ;02302618;null;2004-02-23;2012-05-07;1;null;
1385565;IDC                 ;02302618;null;2004-02-23;9999-12-31;1;null;
1385536;PDC                 ;02302696;null;2004-02-23;2012-05-08;1;null;
1385536;PRM                 ;30000230269682;null;2004-02-23;9999-12-31;1;null;
1385536;IDC                 ;02302696;null;2004-02-23;9999-12-31;1;null;
1385479;PRM                 ;30000230284981;null;2009-06-29;9999-12-31;1;null;
1385479;IDC                 ;02302849;null;2009-06-29;9999-12-31;1;null;
1385203;PDC                 ;02303370;null;2004-03-01;2011-05-13;1;null;
1385203;IDC                 ;02303370;null;1994-11-01;9999-12-31;1;null;
1385203;PRM                 ;30000230337090;null;1994-11-01;9999-12-31;1;null;
1384672;PDC                 ;02304316;null;2004-03-01;2008-12-20;1;null;
1384672;PRM                 ;30000230431609;null;2004-03-01;9999-12-31;1;null;
1384672;IDC                 ;02304316;null;2004-03-01;9999-12-31;1;null;
1384574;IDC                 ;02304492;null;2004-02-23;9999-12-31;1;null;
1384574;PRM                 ;30000230449247;null;2004-02-23;9999-12-31;1;null;
1384574;PDC                 ;02304492;null;2004-02-23;2012-04-24;1;null;
1384532;PDC                 ;02304563;null;2004-02-23;2012-05-26;1;null;
1384532;IDC                 ;02304563;null;2004-02-23;9999-12-31;1;null;
1384532;PRM                 ;30000230456334;null;2004-02-23;9999-12-31;1;null;
1383613;PDC                 ;02305846;null;2004-02-23;2012-05-11;1;null;
1383613;IDC                 ;02305846;null;2004-02-23;9999-12-31;1;null;
1383613;PRM                 ;30000230584680;null;2004-02-23;9999-12-31;1;null;
1382760;PDC                 ;02306921;null;2006-03-03;2012-05-31;1;null;
1382760;IDC                 ;02306921;null;2006-03-03;9999-12-31;1;null;
1382760;PRM                 ;30000230692133;null;2006-03-03;9999-12-31;1;null;
1382434;PDC                 ;02307279;null;2007-03-01;2012-03-12;1;null;
1382434;IDC                 ;02307279;null;2007-03-01;9999-12-31;1;null;
1382434;PRM                 ;30000230727998;null;2007-03-01;9999-12-31;1;null;
1382365;PRM                 ;30000230732523;null;2007-05-11;9999-12-31;1;null;
1382365;IDC                 ;02307325;null;2007-05-11;9999-12-31;1;null;
1382365;PDC                 ;02307325;null;2007-05-11;2012-05-29;1;null;
1382293;PDC                 ;02307407;null;2007-07-01;2012-06-15;1;null;
1382293;PRM                 ;30000230740735;null;2007-07-01;9999-12-31;1;null;
1382293;IDC                 ;02307407;null;2007-07-01;9999-12-31;1;null;
1381854;PDC                 ;02307776;null;2008-09-18;2012-04-07;1;null;
1381854;IDC                 ;02307776;null;2008-09-18;9999-12-31;1;null;
1381854;PRM                 ;30000230777613;null;2008-09-18;9999-12-31;1;null;
1381811;IDC                 ;02307810;null;2008-10-14;9999-12-31;1;null;
1381811;PRM                 ;30000230781010;null;2008-10-14;9999-12-31;1;null;
1381811;PDC                 ;02307810;null;2008-10-14;2009-05-15;1;null;
1381788;PDC                 ;02307828;null;2008-12-10;2009-03-17;1;null;
1381788;IDC                 ;02307828;null;2008-12-10;9999-12-31;1;null;
1381788;PRM                 ;30000230782807;null;2008-12-10;9999-12-31;1;null;
1380902;PDC                 ;02400260;null;2004-02-24;2012-02-27;1;null;
1380902;IDC                 ;02400260;null;2004-02-24;9999-12-31;1;null;
1380902;PRM                 ;30000240026056;null;2004-02-24;9999-12-31;1;null;
1380725;PDC                 ;02400477;null;2004-02-24;2012-03-07;1;null;
1380725;IDC                 ;02400477;null;2004-02-24;9999-12-31;1;null;
1380725;PRM                 ;30000240047749;null;2004-02-24;9999-12-31;1;null;
1380634;IDC                 ;02400603;null;2004-02-24;9999-12-31;1;null;
1380634;PRM                 ;30000240060360;null;2004-02-24;9999-12-31;1;null;
1380634;PDC                 ;02400603;null;2004-02-24;2012-02-09;1;null;
1380548;PDC                 ;02400694;null;2004-02-24;2012-04-11;1;null;
1380548;IDC                 ;02400694;null;2004-02-24;9999-12-31;1;null;
1380548;PRM                 ;30000240069456;null;2004-02-24;9999-12-31;1;null;
1380207;PDC                 ;02401101;null;2004-02-25;2012-12-17;1;null;
1380207;PRM                 ;30000240110102;null;2004-02-25;9999-12-31;1;null;
1380207;IDC                 ;02401101;null;2004-02-25;9999-12-31;1;null;
1380035;PDC                 ;02401249;null;2004-02-23;2012-06-15;1;null;
1380035;IDC                 ;02401249;null;2004-02-23;9999-12-31;1;null;
1380035;PRM                 ;30000240124921;null;2004-02-23;9999-12-31;1;null;
1379385;IDC                 ;02401879;null;2004-02-23;9999-12-31;1;null;
1379385;PRM                 ;30000240187901;null;2004-02-23;9999-12-31;1;null;
1379385;PDC                 ;02401879;null;2004-02-23;2013-03-18;1;null;
1379193;PDC                 ;02402017;null;2004-02-25;2013-03-18;1;null;
1379193;IDC                 ;02402017;null;2004-02-25;9999-12-31;1;null;
1379193;PRM                 ;30000240201777;null;2004-02-25;9999-12-31;1;null;
1379142;PRM                 ;30000240208185;null;2004-02-23;9999-12-31;1;null;
1379142;PDC                 ;02402081;null;2004-02-23;2013-03-18;1;null;
1379142;IDC                 ;02402081;null;2004-02-23;9999-12-31;1;null;
1379071;PRM                 ;30000240216836;null;2004-03-01;9999-12-31;1;null;
1379071;PDC                 ;02402168;null;2004-03-01;2010-09-15;1;null;
1379071;IDC                 ;02402168;null;2004-03-01;9999-12-31;1;null;
1379071;PDC                 ;02413903;null;2010-09-15;2013-02-01;1;null;
1378539;PDC                 ;02403425;null;2004-02-24;2013-01-25;1;null;
1378539;IDC                 ;02403425;null;2004-02-24;9999-12-31;1;null;
1378539;PRM                 ;30000240342505;null;2004-02-24;9999-12-31;1;null;
1378458;PDC                 ;02403794;null;2004-03-01;2013-01-01;1;null;
1378458;PRM                 ;30000240379493;null;1961-12-01;9999-12-31;1;null;
1378458;IDC                 ;02403794;null;1961-12-01;9999-12-31;1;null;
1378389;PDC                 ;02403915;null;2004-02-25;2012-02-20;1;null;
1378389;IDC                 ;02403915;null;2004-02-25;9999-12-31;1;null;
1378389;PRM                 ;30000240391540;null;2004-02-25;9999-12-31;1;null;
1377672;PDC                 ;02405504;null;2004-02-24;2011-09-17;1;null;
1377672;IDC                 ;02405504;null;2004-02-24;9999-12-31;1;null;
1377672;PRM                 ;30000240550400;null;2004-02-24;9999-12-31;1;null;
1377511;PRM                 ;30000240577712;null;2005-01-01;9999-12-31;1;null;
1377511;PADT-C              ;0000011677;null;2005-01-01;2011-05-13;1;null;
1377511;IDC                 ;02405777;null;2005-01-01;9999-12-31;1;null;
1377230;PRM                 ;30000240635553;null;2004-02-25;9999-12-31;1;null;
1377230;PDC                 ;02406355;null;2004-02-25;2012-05-18;1;null;
1377230;IDC                 ;02406355;null;2004-02-25;9999-12-31;1;null;
1377010;PRM                 ;30000240673572;null;2004-02-25;9999-12-31;1;null;
1377010;IDC                 ;02406735;null;2004-02-25;9999-12-31;1;null;
1377010;PDC                 ;02406735;null;2004-02-25;2012-03-15;1;null;
1376060;PRM                 ;30000240845913;null;2004-02-24;9999-12-31;1;null;
1376060;PDC                 ;02408459;null;2004-02-24;2012-03-09;1;null;
1376060;IDC                 ;02408459;null;2004-02-24;9999-12-31;1;null;
1376058;PRM                 ;30000240846263;null;2004-02-23;9999-12-31;1;null;
1376058;PDC                 ;02408462;null;2004-02-23;2012-04-07;1;null;
1376058;IDC                 ;02408462;null;2004-02-23;9999-12-31;1;null;
1375374;PDC                 ;02409446;null;2004-02-23;2012-03-11;1;null;
1375374;PRM                 ;30000240944690;null;2004-02-23;9999-12-31;1;null;
1375374;IDC                 ;02409446;null;2004-02-23;9999-12-31;1;null;
1374815;PDC                 ;02410184;null;2004-02-23;2012-04-26;1;null;
1374815;PRM                 ;30000241018400;null;2004-02-23;9999-12-31;1;null;
1374815;IDC                 ;02410184;null;2004-02-23;9999-12-31;1;null;
1374662;PRM                 ;30000241038865;null;2004-02-24;9999-12-31;1;null;
1374662;PDC                 ;02410388;null;2004-02-24;2012-03-11;1;null;
1374662;IDC                 ;02410388;null;2004-02-24;9999-12-31;1;null;
1374212;PDC                 ;02410925;null;2004-03-18;2012-05-11;1;null;
1374212;IDC                 ;02410925;null;2004-03-18;9999-12-31;1;null;
1374212;PRM                 ;30000241092535;null;2004-03-18;9999-12-31;1;null;
1374024;PRM                 ;30000241116398;null;2004-08-26;9999-12-31;1;null;
1374024;PDC                 ;02411163;null;2004-08-26;2012-05-11;1;null;
1374024;IDC                 ;02411163;null;2004-08-26;9999-12-31;1;null;
1373880;PDC                 ;02414020;null;2010-12-01;2012-03-15;1;null;
1373880;IDC                 ;02411332;null;2009-09-29;9999-12-31;1;null;
1373880;PRM                 ;30000241133275;null;2009-09-29;9999-12-31;1;null;
1373787;PRM                 ;30000241147210;null;2005-11-17;9999-12-31;1;null;
1373787;PDC                 ;02411472;null;2005-11-17;2012-06-08;1;null;
1373787;IDC                 ;02411472;null;2005-11-17;9999-12-31;1;null;
1373209;PRM                 ;30000241199060;null;2006-10-11;9999-12-31;1;null;
1373209;PDC                 ;02411990;null;2006-10-11;2012-03-11;1;null;
1373209;IDC                 ;02411990;null;2006-10-11;9999-12-31;1;null;
1373199;PRM                 ;30000241199834;null;2006-11-21;9999-12-31;1;null;
1373199;PDC                 ;02411998;null;2006-11-21;2012-04-07;1;null;
1373199;IDC                 ;02411998;null;2006-11-21;9999-12-31;1;null;
1372813;IDC                 ;02412322;null;2007-06-19;9999-12-31;1;null;
1372813;PRM                 ;30000241232277;null;2007-06-19;9999-12-31;1;null;
1372813;PDC                 ;02412322;null;2007-06-19;2012-04-24;1;null;
1371462;PDC                 ;02413369;null;2009-07-17;2012-03-07;1;null;
1371462;PRM                 ;30000241336985;null;2009-06-29;9999-12-31;1;null;
1371462;IDC                 ;02413369;null;2009-06-29;9999-12-31;1;null;
1370921;PDC                 ;02414254;null;2011-06-03;2013-03-01;1;null;
1370921;PRM                 ;30000244102920;null;2010-07-06;9999-12-31;1;null;
1370921;IDC                 ;02441029;null;2010-07-06;9999-12-31;1;null;
1370793;PRM                 ;30000244112495;null;2010-12-03;9999-12-31;1;null;
1370793;PDC                 ;02414371;null;2012-01-26;2012-05-26;1;null;
1370793;IDC                 ;02441124;null;2010-12-03;9999-12-31;1;null;
1370495;PDC                 ;02500217;null;2004-02-26;2012-04-25;1;null;
1370495;IDC                 ;02500217;null;2004-02-26;9999-12-31;1;null;
1370495;PRM                 ;30000250021781;null;2004-02-26;9999-12-31;1;null;
1370291;PDC                 ;02500439;null;2004-02-26;2013-01-01;1;null;
1370291;IDC                 ;02500439;null;2004-02-26;9999-12-31;1;null;
1370291;PRM                 ;30000250043938;null;2004-02-26;9999-12-31;1;null;
1369675;PDC                 ;02501276;null;2004-02-24;2012-03-07;1;null;
1369675;IDC                 ;02501276;null;2004-02-24;9999-12-31;1;null;
1369675;PRM                 ;30000250127630;null;2004-02-24;9999-12-31;1;null;
1367675;PDC                 ;02504123;null;2004-02-25;2010-04-09;1;null;
1367675;IDC                 ;02504123;null;2004-02-25;9999-12-31;1;null;
1367675;PRM                 ;30000250412381;null;2004-02-25;9999-12-31;1;null;
1367487;PRM                 ;30000250438906;LA CERISE SUR LE GATEAU;2004-11-01;9999-12-31;1;null;
1367487;PADT-C              ;0000018113;null;2004-11-01;2011-04-28;1;null;
1367487;IDC                 ;02504389;null;2004-11-01;9999-12-31;1;null;
1367465;IDC                 ;02504412;null;2004-02-23;9999-12-31;1;null;
1367465;PRM                 ;30000250441298;null;2004-02-23;9999-12-31;1;null;
1367465;PDC                 ;02504412;null;2004-02-23;2012-06-07;1;null;
1366840;PRM                 ;30000250516876;null;2004-02-24;9999-12-31;1;null;
1366840;PDC                 ;02505168;null;2004-02-24;2012-04-11;1;null;
1366840;IDC                 ;02505168;null;2004-02-24;9999-12-31;1;null;
1366351;PRM                 ;30000250565474;null;2004-06-10;9999-12-31;1;null;
1366351;PDC                 ;02505654;null;2004-06-10;2011-11-18;1;null;
1366351;IDC                 ;02505654;null;2004-06-10;9999-12-31;1;null;
1365840;PDC                 ;02506158;null;2006-06-15;2013-03-26;1;null;
1365840;PRM                 ;30000250615878;null;2006-06-15;9999-12-31;1;null;
1365840;IDC                 ;02506158;null;2006-06-15;9999-12-31;1;null;
1365377;PRM                 ;30000250654574;null;2007-10-01;9999-12-31;1;null;
1365377;PDC                 ;02506545;null;2007-10-01;2012-03-15;1;null;
1365377;IDC                 ;02506545;null;2007-10-01;9999-12-31;1;null;
1365025;PRM                 ;30000250681802;null;2008-09-01;9999-12-31;1;null;
1365025;PDC                 ;02506818;null;2008-09-01;2010-07-21;1;null;
1365025;IDC                 ;02506818;null;2008-09-01;9999-12-31;1;null;
1364127;PDC                 ;02600326;null;2004-02-24;2010-02-25;1;null;
1364127;IDC                 ;02600326;null;2004-02-24;9999-12-31;1;null;
1364127;PRM                 ;30000260032602;null;2004-02-24;9999-12-31;1;null;
1364007;PDC                 ;02600502;null;2004-03-01;2013-01-01;1;null;
1364007;IDC                 ;02600502;null;1969-07-30;9999-12-31;1;null;
1364007;PRM                 ;30000260050267;null;1969-07-30;9999-12-31;1;null;
1364000;PRM                 ;30000260051505;null;2004-03-01;9999-12-31;1;null;
1364000;PDC                 ;02600515;null;2004-03-01;2013-01-01;1;null;
1364000;IDC                 ;02600515;null;2004-03-01;9999-12-31;1;null;
1363975;PRM                 ;30000260054859;null;2004-02-24;9999-12-31;1;null;
1363975;PDC                 ;02600548;null;2004-02-24;2013-03-01;1;null;
1363975;IDC                 ;02600548;null;2004-02-24;9999-12-31;1;null;
1363733;PRM                 ;30000260086468;null;2004-02-25;9999-12-31;1;null;
1363733;PDC                 ;02600864;null;2004-02-25;2012-04-27;1;null;
1363733;IDC                 ;02600864;null;2004-02-25;9999-12-31;1;null;
1363692;PDC                 ;02600910;null;2004-02-23;2012-05-26;1;null;
1363692;IDC                 ;02600910;null;2004-02-23;9999-12-31;1;null;
1363692;PRM                 ;30000260091090;null;2004-02-23;9999-12-31;1;null;
1363332;IDC                 ;02601407;null;2004-02-25;9999-12-31;1;null;
1363332;PDC                 ;02605212;null;2011-08-02;2013-03-01;1;null;
1363332;PRM                 ;30000260140707;null;2004-02-25;9999-12-31;1;null;
1363332;PDC                 ;02601407;null;2004-02-25;2009-07-24;1;null;
1362723;IDC                 ;02602509;null;2005-02-01;9999-12-31;1;null;
1362723;PADT-C              ;0000018868;null;2005-02-01;2011-05-09;1;null;
1362723;PRM                 ;30000260250949;null;2005-02-01;9999-12-31;1;null;
1362677;PRM                 ;30000260259789;null;2004-02-20;9999-12-31;1;null;
1362677;PDC                 ;02602597;null;2004-02-20;2012-03-20;1;null;
1362677;IDC                 ;02602597;null;2004-02-20;9999-12-31;1;null;
1362677;PDC                 ;02605296;null;2012-04-01;2013-04-16;1;null;
1362421;PDC                 ;02602999;null;2004-02-23;2012-04-11;1;null;
1362421;IDC                 ;02602999;null;2004-02-23;9999-12-31;1;null;
